Product_name,Product_Link,Rating,Price
"Lenovo Tab M7 17.78 cm (7-inch, 1GB, 16 GB, Wi-fi+4G LTE), Iron Grey",/Lenovo-Tab-16GB-Iron-Grey/dp/B08DD8HKG9,3.2 out of 5 stars,"8,149"
"I KALL N5 Calling Tablet (7 Inch, 2GB, 32GB, 4G with Voice Call, Dual Sim) (Black)",/N5-Calling-Tablet-Voice-Black/dp/B09HZZ1F7N,,"5,999"
"(Renewed) Lenovo Tab Ideapad Duet 3 (10.3 inch, 4 GB, 128 GB, Wi-Fi) with Bluetooth Keyboard and Digital Pen",/Renewed-Lenovo-Ideapad-Bluetooth-Keyboard/dp/B09B1YSW9B,4.0 out of 5 stars,"26,500"
"Lenovo Tab M7 Tablet (17.78 cm (7-inch), 1GB, 16 GB, Wi-Fi Only)",/Lenovo-Tablet-7-inch-Wi-Fi-Only/dp/B08JM55QKD,3.4 out of 5 stars,"7,089"
"(Renewed) Panasonic Tab 8 HD Tablet (8 inch, 3GB/32GB, Wi-Fi + 4G LTE + Voice Calling, Dual Sim), Black",/Renewed-Panasonic-Tablet-Wi-Fi-Calling/dp/B08L6HCVPX,3.5 out of 5 stars,"8,999"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7K343F,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7K1DCY,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JC8BN,,599
"Lenovo Tab M10 HD Tablet (10.1-inch, 2GB, 32GB, Wi-Fi + 4G LTE, Volte Calling), Slate Black",/Lenovo-Tab-M10-HD-Calling/dp/B07XTPXKJ6,4.0 out of 5 stars,"12,993"
"Lenovo Tab M10 HD 2nd Gen (10.1 inch, 4 GB, 64 GB, Wi-Fi+LTE) + Cover",/Lenovo-10-1-inch-Wi-Fi-Cover/dp/B096KX9B1J,4.7 out of 5 stars,"17,256"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KC5M8,,599
"Fusion5 4G Tablet (2GB RAM, 32GB Storage, Wi-Fi + 4G LTE + Voice Calling) (White, 10.1 Inch) 25.65 cm",/Fusion5-Tablet-Storage-Wi-Fi-Calling/dp/B0977NTKTG,3.9 out of 5 stars,"8,999"
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T6JMYTZ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JFZRL,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JQLWG,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6FFZDQ,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6DYL4G,,599
"Samsung Galaxy Tab A7 26.31 cm (10.4 inch), Slim Metal Body, Quad Speakers with Dolby Atmos, RAM 3 GB, ROM 32 GB Expandable, Wi-Fi+4G, Grey + 1 Cover",/Samsung-Galaxy-26-31-Speakers-Expandable/dp/B092W3VD66,4.5 out of 5 stars,"22,086"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7H2B86,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HM6QN,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KMNS4,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JY1YS,,599
"2020 Apple iPad Pro with A12Z Bionic chip (11-inch/27.96 cm, Wi-Fi, 512GB) - Silver (2nd Generation)",/Apple-iPad-11-inch-Wi-Fi-512GB/dp/B0864J742M,4.7 out of 5 stars,"98,900"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7H6WBQ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JJL7T,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KCZLH,,599
Apple iPad Mini 7.9 inch Wi-Fi Only  64 GB Space Grey+Apple Pencil (1st Generation),/Apple-Wi-Fi-Only-Pencil-Generation/dp/B08N1TP5WB,5.0 out of 5 stars,
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T6LGPMK,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7L99X6,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7K1ZSP,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JLQ73,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6BZ6MJ,,599
"Apple iPad Air (10.5-inch, Wi-Fi, 64GB) - Gold (3rd Generation)",/Apple-iPad-Air-10-5-inch-Wi-Fi-64GB/dp/B07Q2FNSTT,4.6 out of 5 stars,"44,900"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JQ421,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KX5NF,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JK7RM,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T6BSD23,,599
"Tab M10 FHD Plus Tablet (10.3-inch, 4GB, 128GB, Wi-Fi + LTE, Volte Calling), Platinum Grey With(1PCS Laptop Bagpack with 2350/-) Free",/Tablet-10-3-inch-Calling-Platinum-Bagpack/dp/B0993HNHP4,,
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JJZV1,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7J4ZQM,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7KPN3B,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KQSX7,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JQGBK,,599
"Alcatel 3T10 25.4 cm (10 inch, RAM 3 GB, ROM 32 GB, Wi-Fi + 4G LTE + Voice Calling), Prime Black",/Alcatel-Wi-Fi-Voice-Calling-Prime/dp/B08BRSHS6V,3.8 out of 5 stars,"11,999"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KFJR5,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JHKRV,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JF2QL,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HS267,,599
"Contixo IZI V9 2GB RAM 32 GB ROM 7 Inch Kids Tablet, Android 10 Tablet, Educational Kids, Parental Control Pre Installed Learning Game Apps with WiFi Bluetooth Tablets for Kids 6+ Age (Blue)",/Educational-Parental-Installed-Learning-Bluetooth/dp/B08JCZSP55,3.7 out of 5 stars,"6,499"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KN4NY,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7KH3CY,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7H8DW8,,599
iPad Mini 7.9 inch Wi-Fi+Cellular  256 GB Space Grey+Apple Pencil (1st Generation),/Wi-Fi-Cellular-Apple-Pencil-Generation/dp/B08N1V8PD1,5.0 out of 5 stars,
"Alcatel 3T8 20.32 cm (8 inch, RAM 3 GB, ROM 32 GB, Wi-Fi + 4G LTE + Voice Calling), Metallic Black",/Alcatel-Wi-Fi-Voice-Calling-Metallic/dp/B08L12PQXF,3.6 out of 5 stars,"9,499"
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6CY4NJ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7KDVT3,,599
"(Renewed) Lenovo LED Tab M10 FHD Plus (2nd Gen) - 10.3 inch, 4 GB, 128 GB, Wi-Fi+ LTE - with Active Pen - Platinum Grey",/Renewed-Lenovo-LED-Tab-Plus/dp/B09445ST1D,3.6 out of 5 stars,"19,999"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HMNH5,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7J37DJ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HFHY9,,599
"Wishtel IRA J2 Tablet 1080p FHD (10-inch, 4GB Ram, 64GB ROM, Wi-Fi + 4G Volte + Calling), Black",/Wishtel-Tablet-1080p-10-inch-Calling/dp/B09874FQNQ,3.5 out of 5 stars,"15,899"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7J5LS5,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7HGQTQ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KJHD5,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7KKM6G,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JSN4G,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6JRCLK,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6GSPDD,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T6G4C9V,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JHV6B,,599
"(Renewed) Lenovo Tab M8 (2GB, 32GB, WiFi, Platinum Grey)",/Lenovo-Tab-2GB-32GB-WiFi/dp/B085XHN25K,3.7 out of 5 stars,"7,398"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KKD4S,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7JF1PT,,599
"ABshara LCD Touch Screen Digitizer Compatible for IKALL N7 WiFi Tablet 7 Inch Display, 2GB RAM, 16GB Internal Storage (Black)",/ABshara-Digitizer-Compatible-N7-Internal/dp/B08CB9Z3ZP,3.5 out of 5 stars,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7K71VW,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KD623,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JFWHS,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KJPCQ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7J9WMQ,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HY13N,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7HX4W5,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7HVCG5,,599
"(Renewed) Lenovo Tab M10 HD (2GB, 32GB, Wi-Fi + 4G LTE, Volte Calling)",/Renewed-Lenovo-Tab-M10-Calling/dp/B07YYHNTFY,3.7 out of 5 stars,"11,490"
LENOVO TAB E10 10inch (1GB+16GB) Black,/LENOVO-TAB-10inch-16GB-Black/dp/B08MYPKD7P,2.7 out of 5 stars,"8,999"
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7HZ18L,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T6F4R4K,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JV171,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7JL491,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.2 inch",/Videotronix-Apple-ipad-10-2-inch/dp/B08T7J71XL,,599
"Videotronix Designer Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T6G42TB,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7KR2LV,,599
"Videotronix Exclusive Printed Back Case, Soft Silicon Tablet Back Cover for Apple ipad 10.5 inch",/Videotronix-Apple-ipad-10-5-inch/dp/B08T7J4ZQP,,599
"DOMO SL36 OS9 SC Tablet PC (10.1 inch 4G Calling Volte+Dual SIM Slots, 2GB RAM+32GB Storage, OctaCore CPU, GPS, Wi-Fi, Bluetooth) (Black)",/DOMO-SL36-Calling-OctaCore-Bluetooth/dp/B098XQL5ZJ,3.9 out of 5 stars,"9,999"
